player,degree,pagerank,degree_centrality,eigenvector_centrality,clustering_coeff,community,matches_played,avg_kills,win_rate
flora,43,7.830772882200978e-05,0.0048908098271155595,6.572089519860834e-06,0.004387886640730937,11,12,11.083333333333334,0.25
florescent,248,0.0005514621257099121,0.028207461328480437,0.009976739557076066,0.0027379442753746727,7,127,20.031496062992126,0.7165354330708661
flossie,49,0.0001823107846248103,0.005573248407643313,1.6197950194189567e-05,0.005848492197516731,13,24,14.625,0.5833333333333334
flouu,9,2.3303730786679695e-05,0.0010236578707916288,1.3081290153567636e-06,0.012743723598083491,3,2,12.0,0.0
flow,26,5.3788433515931256e-05,0.002957233848953594,0.0005329462472942447,0.004029800455221927,1,6,8.333333333333334,0.3333333333333333
flower,9,4.21672828991175e-05,0.0010236578707916288,9.103444567153019e-08,0.008184663102467763,13,2,10.0,0.0
flowerful,234,0.0006488930208355041,0.026615104640582348,0.014219313054462494,0.004448905178705793,7,194,14.88659793814433,0.5360824742268041
flowergirl,9,3.851231721272306e-05,0.0010236578707916288,8.763079539760228e-07,0.016805579183932072,4,4,7.0,0.0
flowia,35,7.33404948267656e-05,0.003980891719745223,5.689622887663134e-06,0.0031332100038872707,11,9,15.88888888888889,0.3333333333333333
floydq,88,0.0002714004411427172,0.010009099181073703,1.364541785794458e-05,0.00670126069347656,0,55,11.927272727272728,0.509090909090909
fluffy,9,4.6394021423072805e-05,0.0010236578707916288,1.1828310893243154e-08,0.010079774594999159,16,3,16.0,0.3333333333333333
fluke,26,5.787907840704522e-05,0.002957233848953594,1.7740493332269085e-05,0.008951369103353266,12,10,13.8,0.2
fluky,100,0.00016054741900456868,0.01137397634212921,0.00011944664364671036,0.007341400902094328,16,56,14.803571428571429,0.48214285714285715
flump,56,0.00010859864572558926,0.006369426751592357,5.087485268200407e-06,0.004546192067738351,11,18,11.666666666666666,0.3333333333333333
flutura,29,6.856753266789075e-05,0.0032984531392174707,1.9620030029883076e-06,0.00630212205480759,11,10,13.7,0.5
fluxxy,18,3.743864157682634e-05,0.0020473157415832575,1.3017702190269092e-06,0.00591459069387613,11,4,15.75,0.25
fluyr,26,6.94243976016144e-05,0.002957233848953594,5.971004021179412e-06,0.0034085899314037623,9,5,11.6,0.2
flwry,9,6.924117177049195e-05,0.0010236578707916288,2.576789628751055e-06,0.009523809523809525,15,3,19.0,0.6666666666666666
fly,18,5.092913802625505e-05,0.0020473157415832575,3.6522667785951134e-07,0.003694408195484666,14,4,13.75,0.5
flya,21,7.445773356668729e-05,0.0023885350318471337,0.0006298029151358052,0.005148094101125019,15,6,17.333333333333332,0.3333333333333333
flycowmoose,14,2.6532967229321873e-05,0.0015923566878980893,0.0006107189512355515,0.008237065755823836,1,3,8.666666666666666,0.0
flyingcoffee,9,2.6061863552526114e-05,0.0010236578707916288,4.929715825213638e-07,0.0058161486679408625,3,1,7.0,0.0
flynch,121,0.00024496552281048683,0.013762511373976343,0.00016326800407537976,0.007181145557179173,16,81,15.024691358024691,0.35802469135802467
flyuh,380,0.0006316486748347943,0.04322111010009099,0.060307928888540856,0.005357019969327983,1,238,13.77310924369748,0.6134453781512605
fnnts1,19,2.6584633109103576e-05,0.0021610555050045497,3.245417917579772e-05,0.005772301196045945,3,3,14.333333333333334,0.3333333333333333
fns,173,0.00036711631945380907,0.01967697907188353,0.014656517985593013,0.006835757003670916,9,161,12.440993788819876,0.6086956521739131
focus,9,2.7206535889464135e-05,0.0010236578707916288,4.831934024398775e-06,0.015091733585291494,3,3,13.666666666666666,0.3333333333333333
foe,25,6.65740674549995e-05,0.0028434940855323024,1.7300467431581588e-07,0.004682922855146729,16,6,16.5,0.5
fog,37,5.534296301898754e-05,0.004208371246587807,1.4655783290878261e-05,0.010884503214385636,16,13,15.538461538461538,0.38461538461538464
folden,19,4.8424529487350784e-05,0.0021610555050045497,5.897390163154384e-07,0.004494104960790088,0,4,18.25,0.5
folke,19,4.80554974686866e-05,0.0021610555050045497,2.217104128657295e-05,0.008872664968854273,3,7,12.714285714285714,0.2857142857142857
folkslore,21,5.879535601486806e-05,0.0023885350318471337,3.077182564837204e-06,0.007533870604744067,16,9,11.555555555555555,0.3333333333333333
folly,9,3.116843649824644e-05,0.0010236578707916288,1.3472051268996089e-06,0.010573259938517512,3,2,7.5,0.0
fominil,14,3.5600706195564636e-05,0.0015923566878980893,2.5955947892655763e-05,0.009883882918977635,7,4,9.0,0.0
fonder,48,5.7535834780380994e-05,0.00545950864422202,0.0027424855453916114,0.005161182384637127,1,13,10.076923076923077,0.07692307692307693
fong,41,8.207208613262155e-05,0.004663330300272976,2.039597378748988e-06,0.0028991309815131366,0,9,12.444444444444445,0.4444444444444444
fongbaosh,9,3.510020817675409e-05,0.0010236578707916288,2.420092803556591e-06,0.013250382543257857,3,3,17.0,0.3333333333333333
fonk,31,4.8733583648926656e-05,0.0035259326660600546,7.449659841747972e-06,0.004103551817216577,3,7,14.142857142857142,0.14285714285714285
fontuz,14,3.330959366065818e-05,0.0015923566878980893,1.8873193358927931e-06,0.0093439828348676,16,4,10.75,0.0
foods,19,4.636858695373086e-05,0.0021610555050045497,2.84951303159471e-07,0.0032825383403254664,16,3,15.333333333333334,0.3333333333333333
foox,24,6.0659293961236974e-05,0.00272975432211101,9.174975211781028e-06,0.007471298278520555,9,9,14.11111111111111,0.3333333333333333
fopzn,14,5.459764358288633e-05,0.0015923566878980893,5.597036392091197e-07,0.007974315523901461,9,5,11.0,0.2
forbanz,32,7.328999329212963e-05,0.003639672429481347,1.0533260400620716e-05,0.005201886680770178,9,11,14.818181818181818,0.2727272727272727
forcee,14,5.0545464620550534e-05,0.0015923566878980893,6.924635349520384e-07,0.008131031840941813,9,5,14.4,0.2
foreplay,89,0.00011732747089639632,0.010122838944494996,0.008179973484838884,0.007309105020076903,1,42,13.5,0.30952380952380953
forgetw0w,81,0.00015434364431285509,0.009212920837124659,3.4757577162264846e-05,0.004463037261867622,3,38,13.421052631578947,0.39473684210526316
forken,9,2.6976803322095063e-05,0.0010236578707916288,2.547049321950644e-06,0.009696296131434062,8,2,11.0,0.0
foscmorc,35,5.678462493856643e-05,0.003980891719745223,2.0847831990395566e-05,0.006488805127021902,16,13,14.23076923076923,0.38461538461538464
fox,117,0.00027490871134812106,0.013307552320291174,0.00025299307235649246,0.007771519258007971,8,78,13.948717948717949,0.3974358974358974
foxera,14,3.208491971371194e-05,0.0015923566878980893,0.00012410655292050595,0.00490270641978429,1,2,13.5,0.0
foxiegg,283,0.0005591789465586908,0.03218835304822566,0.000403070838841034,0.0033654313773016915,3,166,14.08433734939759,0.5963855421686747
foxoã©,25,4.825702759090146e-05,0.0028434940855323024,1.4585770775812543e-05,0.005438652078107748,3,7,13.857142857142858,0.0
foxwithaph,9,3.103596738410074e-05,0.0010236578707916288,6.980908559385444e-06,0.008933215070739046,7,2,14.0,0.0
foxy,54,0.00012303722183098364,0.006141947224749773,3.7045567606039416e-06,0.001801971602073952,14,13,12.846153846153847,0.23076923076923078
foxy9,74,0.00014453229481738234,0.008416742493175615,0.00018295670861515404,0.005746912257784605,4,38,19.44736842105263,0.6842105263157895
foxz,179,0.00035836096310212106,0.020359417652411282,0.0017369401423988583,0.0064316676503985894,16,159,14.729559748427674,0.5974842767295597
fqdey,9,2.2764873443538986e-05,0.0010236578707916288,0.00013624296267486052,0.005713691498032714,1,1,17.0,0.0
fr0st,104,0.00021089257128785032,0.011828935395814377,0.00010872489753987093,0.003817143531431684,14,52,13.346153846153847,0.5
fr1,40,0.00016231716220853234,0.004549590536851684,8.927490192970304e-06,0.010842558170968774,14,27,16.74074074074074,0.5555555555555556
fr3d,9,8.763741287431372e-05,0.0010236578707916288,3.4140201526933464e-07,0.006349206349206349,23,2,15.0,1.0
fr4nky,97,0.0003201896708151979,0.011032757051865332,4.750692487819401e-05,0.0073943829581128205,14,76,13.723684210526315,0.5526315789473685
fra,94,0.00024722861172168887,0.010691537761601456,0.00016449342342958904,0.00668100642745536,9,64,12.40625,0.46875
fractured,76,8.720079934226349e-05,0.008644222020018199,0.0039001831197920164,0.004905173505229784,1,25,12.6,0.28
fragger,72,0.00014570505006413604,0.00818926296633303,1.0293343187841163e-05,0.005880762909846304,3,30,14.733333333333333,0.5
fraggleton,66,6.292833673874078e-05,0.007506824385805278,0.0033305758929335536,0.0048149594044429355,1,17,10.941176470588236,0.058823529411764705
fragmaz,9,3.6163431603524824e-05,0.0010236578707916288,9.793065950318802e-07,0.008011240476340923,12,2,8.5,0.0
francez,28,6.791492300451063e-05,0.0031847133757961785,8.280639262527405e-06,0.0053987319463207045,9,10,14.5,0.4
